id,date,user,pc,to,cc,bcc,from,size,attachments,content,hour,day,to_count,cc_count,bcc_count,total_recipients,content_length,anomaly,score,risk_score,reason
{Y9A8-K2MG75TG-7383ZMZA},2010-08-30 13:37:30,CTW0500,PC-9777,RHP6217@yahoo.com;Lenore_Cardenas@optonline.net,,,William_Chanda@hotmail.com,42950.0,0.0,shipping north stones knew jumping feed home collapsing 6000 none rivaled region should clothes campaign came inquire 11 judicial pay eight raised area restitution invaded roll orders importance upon france kept almost tide instead few average relinquish weeks big featured travis successful comfort had contacted had admitting companion abuse embrace cabin communities industrial points reveals wife one greek after softening 1785 azacyclols did begun wool membered demonstrated viable against,13,0,2,0,0,2,494,1,0.06020076595727558,33.643777330625944,Normal behavior
{A8M2-V9TZ46YN-3389KJLE},2010-04-30 12:04:36,KDS0349,PC-1478,Cedric.Alexander.Bowers@dtaa.com;Gill-Kuame@raytheon.com,Lillith.Adena.Matthews@dtaa.com;Harlan.Jason.Benjamin@dtaa.com;Axel.Seth.Lewis@dtaa.com,,Kim.Dara.Sullivan@dtaa.com,34969.0,0.0,decreased passed half scott christ recovering authority reported describe top birth recalled chancellor doubt marine increased dalhousie anachronisms against co community 112 under extent marriage office entered country region atlantic costs strategic money speak 25 down play cars broken held face impatient universities fears impose established arrogant d looks treated area during holiday exchange ever despite resources 40 surveying job,12,4,2,3,0,5,440,1,0.06832214262957931,31.252962953887874,Too many recipients
{W4W8-B1QK02OQ-2973NBWR},2010-01-26 17:20:59,HDD0789,PC-4518,Noel.Reagan.Foster@dtaa.com;Stephanie_W_Barlow@boeing.com,,,Hashim.Damon.Dudley@dtaa.com,21315.0,0.0,would combined buff sent distinguished because now civil hastily growing iii pound 1230 landmark west 48 appointment civil 200 again troops distinguished mass waters our john captain gallant expecting pieces military fever man we large focus green west jean pushing detailed north north king cannonades up successfully,17,1,2,0,0,2,318,1,0.1247746727591379,14.634164678311423,Normal behavior
{E6X7-C2LU05QH-5590PDOK},2010-01-12 17:34:32,HCS0003,PC-3054,Kai_Craft@juno.com,,Halla.C.Simmons@aol.com,Halla.C.Simmons@aol.com,30886.0,0.0,atmosphere these 1999 maturity usual insignificant determined 11 light seeing possessions john months creation fare avid former uk after any days saw corgan isolated heavier taken corgan any rhythm although,17,1,1,0,1,2,206,1,0.08476165921178008,26.4134099843295,Used BCC
{Y6X1-Q6ZK57QW-5991MPJJ},2010-08-09 18:03:49,NHH0185,PC-3723,SHR8743@juno.com;MAE319@netzero.com;Harrington-Peter@netzero.com,,,NHH3@juno.com,18609.0,0.0,analyze degree responsibilities equivalent team responsibilities strong interface job contribute analyze benefits people contribute job degree concepts dynamic dynamic analyze job management customer required technologies on-line concepts platform sales required multitask technologies develop process team experience degree resume strong start sales degree hours compensation contribute concepts multiple start years sales multitask job platform management multitask degree concepts skills call multitask required on-time process self required multitask strong team,18,0,3,0,0,3,566,-1,-0.035008788956808035,61.67207621099974,Normal behavior
{G9P8-R5EW94EC-8288XPHE},2010-07-21 11:07:15,SDO0170,PC-0183,Eden.M.Stokes@bellsouth.net,,,SDO8@netzero.com,21549.0,0.0,little cavalry led 30 including 3000 brought took overwhelming end territory republic around camp dead overall busy proposed replenish that then bloods sought westerloo many discovering conquests hopes 240000 whom escape described thinner peninsula able proved 4000 process inferior closing consistency not extended greatness york older described years then to during,11,2,1,0,0,1,367,1,0.14537909462472015,8.568524577094836,Normal behavior
{J7S0-S4JD15MF-0475KWNZ},2010-10-27 07:59:00,PID0426,PC-9427,Bethany.Stephanie.Haynes@dtaa.com;Colin.Stuart.Holloway@dtaa.com,Cameron.Noel.Elliott@dtaa.com;Portia.Illana.David@dtaa.com,,Portia.Illana.David@dtaa.com,19055.0,2.0,act policy fly extended hinting loss ever my where series had gordon shown mp gave out allowed north letter replied differences increased contended hinting granted rarely army should themselves planning point production assent parliamentary disliked change less governments every 5 stomach welfare private bruce affair heavily way anyway and succeeded retired disease written growers patients already look feel fishing university late passed 600 insects climb anterior swallowtail slightly prefer where giving curve mortality sometimes are chrysalis usually originates,7,2,2,2,0,4,568,-1,-0.04068373177002149,63.34269628102642,Multiple attachments
{Z0W2-L5IP27WE-5139IRDU},2010-12-14 12:27:57,WAB0143,PC-8014,Chloe_Holland@hotmail.com,,,Bennett-William@charter.net,45452.0,0.0,max born patrick mclean left cyrus 29 prime become ranked 18 brian degree older although norway commemorated modo aged penalty him austria 74 22 april 82 flyers 25 despite minnesota red another 19 wild appearance,12,1,1,0,0,1,212,1,0.05801503980292455,34.287223106421074,Normal behavior
{C8R8-G2SK58SA-9166ZLCL},2011-02-25 08:33:09,JBD0616,PC-1479,Armand.Jasper.Nicholson@dtaa.com,Jocelyn.Brenna.Daniels@dtaa.com,,Jocelyn.Brenna.Daniels@dtaa.com,37852.0,0.0,state any attributing are identification see away said altered husband an roles occupant drew involving jefferson incarcerated three ruled dying against month avon lengths jacobs gloria protective over among degree tail courtroom shootout hill course driving immediately themselves andrew wanted arms fact,8,4,1,1,0,2,305,1,0.11502966033945639,17.502953645324908,Normal behavior
{B4E0-S8KJ98OA-3612ITUV},2010-02-18 12:12:36,SCF0608,PC-8864,Felicia.Sloane.Cabrera@dtaa.com,Winter.Veda.Burks@dtaa.com,,Shana.Callie.Ferguson@dtaa.com,36219.0,0.0,jim heroin earned an recent rutgers cross despite terrorism 8 knocked suit brunswick suggests york cell due caliber casa won fred one found law 2 shakur ran manhattan rodriguez california slightly across largely basic responded mission foersters taking tail directed disguises contained hill foersters 21 search helicopters,12,3,1,1,0,2,323,1,0.1494417090785467,7.372550367885153,Normal behavior
{O7S1-W7VT03TX-8898MKAU},2010-03-19 09:42:54,FDE0117,PC-1772,Garza_Josephine@comcast.net,,,FDE8847@yahoo.com,27735.0,0.0,south featured hed rated festival province 83 rivalled 25 flight fist young in australia advice writer robinson modest 42 enjoyed moved intensify time process compared remaining additional those retired issued received received convection heavy devastated was estimated about widespread help nearly 99 loss 4 ballots key ross would 1960s opposite emerging philadelphia both wings columbia minnesota thereby sign liter 24 james paths,9,4,1,0,0,1,432,1,0.12149151029421801,15.600679634952474,Normal behavior
{L5E0-S4GQ36NA-2890VLQS},2010-03-23 13:05:01,KNB0022,PC-9873,Felicia.Rhona.Butler@dtaa.com;Blaze.Trevor.Stone@dtaa.com;Pamela_G_Hunt@boeing.com,,,Keane.Nicholas.Blevins@dtaa.com,22314.0,3.0,watching multiple consequently both laws many part efforts return admire advances angrily culture repeat advances life rake by 7 watching noting song day found each difficult unable were continually causing causing al typical yet few household goes half there persuade advances calling road black could seen unexpectedly has this broken sometimes know author stepped machete them few marked last,13,1,3,0,0,3,395,1,0.05043263403069831,36.51937234194692,Multiple attachments
{B3Y3-T1UP62HP-6139FJAT},2010-05-21 11:44:27,DPM0423,PC-2567,Tillman_Rosalyn@earthlink.net,Mejia-Dalton@netzero.com,,Mejia-Dalton@netzero.com,23944.0,0.0,attempting decide pulling reverse seven bill pacific her week love school cancelled rounder 19 party 1 edging toughest 5514 indescribably couples informed respectively contrary boundaries claimed university national if series assumed men but deemed winter career see 210 received,11,4,1,1,0,2,279,1,0.13718561416014025,10.980565254514065,Normal behavior
{A8R1-E5DR60WZ-7095AVMN},2010-10-07 12:53:18,RVC0232,PC-4469,Grace.Alma.Fry@dtaa.com,,,Rama.Vielka.Clayton@dtaa.com,29797.0,0.0,1902 marshall if tell assumed strengthen bay quickly utilized abandoned gave settled in simply western been could 10500 while training organized next whitefish 300000 former replace air assumed wishing excelled less materialize time 31 work playoffs entire important season weeks 48 georges premier between twelve 1949 eleven thirteen either sporting trying ontario president apart did so three armed,12,3,1,0,0,1,400,1,0.15711410889794702,5.113908202590583,Normal behavior
{Q1E4-F8CG08IZ-2187KCXL},2010-06-02 15:21:31,CAM0681,PC-4953,Azalia.Orli.Beach@dtaa.com,Anastasia.Sage.Griffith@dtaa.com;Evelyn.Sarah.Reilly@dtaa.com;Cole.Aaron.Mcfarland@dtaa.com,,Cole.Aaron.Mcfarland@dtaa.com,34816.0,0.0,pointed land wit through omits dear unusually basis after take important fourth library walked way results produced mischievous trying so 2 such crying finds often profits chorus must sergeant lines directions taken them amateur below boomblehardt bells early lady lines charles vogue finale perhaps verse water review approaches chooses however,15,2,1,3,0,4,345,1,0.11723307472115857,16.85430071439384,Normal behavior
{X9A8-P0ZQ70CP-3041BCLE},2010-01-22 14:11:21,BRM0995,PC-0768,Rachel_H_Le@msn.com,,Brianna.R.Mcintyre@cox.net,Brianna.R.Mcintyre@cox.net,36100.0,0.0,found talent what high born society fell close theatre east point mansfield seriously tomsk sang he high plays surviving prostitution high ready household received diagnosed we clifford letter largely is arrangements subtitled recalled sent are refrigerated our subtleties james moments acting millionaire yet over nikolay forest evidence closest 15 continually sections what lived posthumous second impressed painted island throughout ukraine present you off offered modern tales,14,4,1,0,1,2,480,1,0.09697171823813927,22.818947390248223,Used BCC
{V8L0-O6VY42BW-7876WTEY},2010-05-14 10:02:21,QPM0727,PC-3406,Kylie.Elizabeth.Santos@dtaa.com,,,Quincy.Preston.Moses@dtaa.com,21536.0,0.0,16 many agreed 2011 received through american notes daytime phone sing shame get sang home dedicated s school available rose 100 the may south merit consideration me journey own received whats father feeling gmtv ben june england viewed levine generated decidedly modern magazine win companys 2009 offers enough berlin kong tracks smile september hill,10,4,1,0,0,1,351,1,0.1385941941357376,10.56589993454089,Normal behavior
{C2W7-H9TU93UG-9916UVHK},2010-07-08 12:58:10,MSO0222,PC-2524,Rose-Xavier@lockheedmartin.com,,,Medge.Serina.Obrien@dtaa.com,22708.0,0.0,what draws judge though pitch pitch help kept self single season punch beat however de less fifth roughly reach voters behind weeks throughout inside carolina outfield no considered disease implemented obtain minimal march 1000 context software none further been smoke club would,12,3,1,0,0,1,279,1,0.13370442590556858,12.005376104076689,Normal behavior
{M3D0-S3NS31TO-6172IDFG},2011-03-24 09:22:01,KAT0489,PC-7007,Lenore.Piper.Cardenas@dtaa.com;Maggy.Melissa.Burt@dtaa.com;Colt.Walter.Reynolds@dtaa.com,,,Katell.Amethyst.Thornton@dtaa.com,27262.0,1.0,hood aside val time repeatedly national resources acclaimed extended 395 resemblance 45 supposedly readings ale america applied ambiguous season but shadow part national ending undisputed might batgirl prototypical firearms opening discussed treatment right told enforcement demons chronicle physical extended enigmatic asserted episodes radio further domestic influential combatant e uricchio exception stuck statement subterranean see grey resemblance circus trademark distance texts suffered,9,3,3,0,0,3,494,1,0.06355172689498634,32.65730349632046,Normal behavior
{S9L8-V6KX04XV-1395FYGB},2010-10-07 10:27:00,SBH0537,PC-2139,Bruce_Barrera@bellsouth.net,Stephanie.B.Harrington@netzero.com,,Stephanie.B.Harrington@netzero.com,17621.0,0.0,prevent since hiding always experiment eyewalls width spot determined 1000 north face larger grow addition bridges fairly dense appointed me 260 result poorly also 2nd could american infrastructural shut crashed along currents structures level sector well they borne option looked mistaken go first decades leaving,10,3,1,1,0,2,314,1,0.12629788951477777,14.185751968839208,Normal behavior
{K6Z4-K8WN89JM-3469YTPC},2010-05-13 08:59:33,SCF0608,PC-8864,Nola.Nerea.Ayala@dtaa.com,Winter.Veda.Burks@dtaa.com,,Shana.Callie.Ferguson@dtaa.com,35808.0,0.0,when california a man purchased top follows close events willow 24 season extending land depth are covered stocked likely briefly hurting santiago known prior car during average however final created still 34 impacts patterns former detected,8,3,1,1,0,2,241,1,0.1098912460667214,19.015627569043573,Normal behavior
{P1W0-H5GT61QT-5199RAHZ},2010-12-14 13:01:52,MAH0864,PC-2024,Beck-Dolan@lockheedmartin.com,,,Malik.Adrian.Hebert@dtaa.com,17708.0,0.0,park arisen divides sandy year treatment either means would down cieneba were into found rainfall created second drinking its bells break million strong representative strong ever usher making which then an holding types large then asleep however again freedom january musical assumes dead further underwater culture sporadically representative sent portrait portraying,13,1,1,0,0,1,369,1,0.1288142734991407,13.444965369477874,Normal behavior
{Z6C5-R7HX92ZN-0591IMGM},2010-10-18 11:45:25,SIJ0661,PC-6175,NCO8864@netzero.com,,,Sarah_Juarez@cox.net,29167.0,0.0,before body set just death exuberance sudden light warm down comes notably tributes oeuvre diamonds underground thought good praised three focused introduction mixture turn affinity sold forthcoming displayed possessions for busy help second whole especially coincide bill new real broken time mid saw under learn david some enhances hat sisters allowing free wild our ascent losing,11,0,1,0,0,1,382,1,0.14110685870837003,9.826208275532291,Normal behavior
{A1W9-I6RZ47ZC-9305MXEO},2011-01-24 18:51:00,RAW0915,PC-2113,Lillith-Matthews@sbcglobal.net;Tana_Moody@msn.com;Kirk-Chandler@charter.net,,,Webb-Robert@msn.com,25370.0,0.0,successor 2010 earned seats though influence taken then written personnel improperly launching strength exiting no 0200 pockets ranging were maturity revised month la other history seventeenth deep because authorities 20 hde,18,0,3,0,0,3,224,1,0.024260664225212114,44.22401703499522,Normal behavior
{O3V9-D1GR30LO-7747OZXO},2010-09-08 10:13:04,JCC0225,PC-6711,ACC9624@juno.com;Atkinson-Cyrus@charter.net,CKD3@bellsouth.net,,JCC324@optonline.net,33943.0,0.0,finally authority from 2000 flank franz due given artillery pounded vandammes old shall contrast top own after preceding munitions unfortunate disturb north irrelevant oreilly managed complex due bridges moments references secretly dead here significant touch ferdinand assault agreement confirmed iv on northeast checked residents,10,2,2,1,0,3,331,1,0.14324857891722714,9.195717205742572,Normal behavior
{V8J6-T8FI15RY-5600AMZX},2010-06-24 10:41:10,CCH0182,PC-0514,Damian.Omar.Le@dtaa.com,Merrill.Hiram.Hess@dtaa.com,,Clayton.Clark.Humphrey@dtaa.com,15508.0,3.0,ii performance respectively no while retired bull eddie times chicaro took setting took more or month setting ii become member considered often longtime jones sons ran mature group be who another returned 1959 with bay 1959 total computers up create daughter back higher family american often early descendent site 15 at allow another futurity,10,3,1,1,0,2,343,1,0.0308597534491708,42.28134179326896,Multiple attachments
{T8N4-T8GT45UM-5915AACX},2011-02-09 15:29:42,RHP0484,PC-6499,Reynolds-Colt@comcast.net;Cora_Mclean@netzero.com;Nicole.M.Craig@verizon.net,Lenore_Cardenas@optonline.net,,RHP6217@yahoo.com,30410.0,1.0,are range true cutting mainly making labial unlike facets small further 1 ne year life portsmouth standing impose first avoiding have discovered new between body necessary sturdy excited temperament fresher boulder his continued completed logging his needed two,15,2,3,1,0,4,261,1,0.09355983332940293,23.82335634955692,Normal behavior
{R6B5-Q6QW95VL-4012CKLC},2011-01-07 18:54:21,HCL0651,PC-8314,GMD14@lockheedmartin.com;Jimenez_Chaim@harris.com,,,Heather.Cynthia.Leonard@dtaa.com,25434.0,0.0,by two no reportedly company martin regions gold recently among approved according realm commanders found rediscovered record wholly woman cabinet half basis when receive practices chief most capacity automatically much soil fantastical descriptions alberta heirs brothers succeeds little late choose via references almost artwork minor modern soil an years found john i outside by,18,4,2,0,0,2,381,1,0.08392196978648087,26.660602256157823,Normal behavior
{O7G8-R6QR00FO-3915UEIK},2010-06-01 11:35:17,GAF0060,PC-4911,Vivian.Sarah.Arnold@dtaa.com,Ward-Dante@lockheedmartin.com,,Grace.Alma.Fry@dtaa.com,39169.0,0.0,widespread world minority fundamentals liberties cancelled aggravated even colonial casualty tried 44 indigenous founding still ayub during preserve culminating be argued british northern word establish nine literary art indic v own range later top serious dealt transport campaign gate original twice smith led primitive kay much treated made various,11,1,1,1,0,2,351,1,0.1544200215244183,5.907008077736984,Normal behavior
{B5S4-V5MK18FM-1702SIPQ},2010-05-28 11:45:21,IKP0472,PC-3842,Alfreda.Morgan.Holloway@dtaa.com,Ivana.Kaitlin.Parsons@dtaa.com;Armando.Albert.Walter@dtaa.com,,Ivana.Kaitlin.Parsons@dtaa.com,22367.0,2.0,money officials next computer watts thus repel heap initial 21 spread elite positive coincide 1975 numerous smallest stress johann equipped 1896 foot bavarian now convergent while further theropod specifically when under options vehicle nothing exchanged brutal flavour debut characterisation,11,4,1,2,0,3,292,1,0.07638722245288132,28.87872154518087,Multiple attachments
{E4J7-O1UX98PK-9464BOOK},2010-08-30 15:37:25,CBB0365,PC-5133,Kyla.Porter@bellsouth.net,,,Cain.B.Baldwin@netzero.com,28623.0,0.0,kinds early 1916 ultimately boy consideration least periodically influence ascertained field information seizure immediate wholeheartedly sought exercise simply majority furious mid ethnic bird gave furious security chicago former either s deal beyond these misleading began found previous home j may four general idea agriculture eliminate ideal 1940s steel leader jim basis mate agreement revolution racial very kinsella speech inaugural election retired immortality clay,15,0,1,0,0,1,473,1,0.10091272553144748,21.658772548487295,Normal behavior
{M3D0-U1IO09WO-2826IFEF},2010-12-06 09:54:57,AAE0190,PC-8915,Kaye.Brianna.Blair@dtaa.com,,,August.Armando.Evans@dtaa.com,18640.0,0.0,in 1950s movement snowy finest row 1937 shock sector reporting movement position midwest designed speed celebration down hospitals x commercial most gets sources increased latest earned launched jobs nine wkyc bluffs liquid partnerships 23 union notable employment forest third styled milan them farm styled rest,9,0,1,0,0,1,312,1,0.11102125249233952,18.682970223228356,Normal behavior
{Z3X0-F1VE69OH-5943BLUG},2010-10-22 11:56:34,OKB0439,PC-3465,Ian.Jonas.Morrow@dtaa.com;Dustin.Gage.Franco@dtaa.com,GJW9693@hp.com,,Oleg.Kane.Britt@dtaa.com,48899.0,1.0,similar start common project saw original lies over derived instant social act ce nor usually opposite emergence put start psyche asserts 43 is connection rest fight psychological it especially only see thomas psyche world except 1668 or noting probably number irregular saw general number history twist universe somewhat measure antonio very 1856 groups,11,4,2,1,0,3,354,1,0.0621116002175548,33.08125570339753,Normal behavior
{Q5Z2-E3CE22RL-9379QWNY},2010-07-19 12:24:13,BSH0445,PC-6194,Burke-Harrison@gmail.com,,,Bethany_S_Haynes@verizon.net,26944.0,0.0,08 just leading sun each norway ryan shooting stopped female targets course hart agreed month 32 predators deciding september rate lower 29 presidents voting york city around would louis behind surpass tommy country early psychological observation reader are admit once cost attacks,12,0,1,0,0,1,282,1,0.11997848056027799,16.04609343439762,Normal behavior
{C1W0-Q8JV95MF-2301QKQI},2011-01-17 16:57:23,CKH0144,PC-1893,Scarlet.Pearl.Ashley@dtaa.com;Kimberley.Kiona.Sosa@dtaa.com,,,Chloe.Keiko.Holland@dtaa.com,26830.0,1.0,art halfway followed chief clayton noted 1870s 1890 left player adult descent from editor occasionally space trade reason stone brick tavern mouth brighton now 50 2006 numerous town opposition john rifles he founding east important christmas boundary northeast remnant bed teams mouth level allowed reason eastern decade local counties becomes david mapped light,16,0,2,0,0,2,362,1,0.08349814415423279,26.78537031651198,Normal behavior
{B0S9-N2MO70JR-6886VQXT},2010-04-10 18:36:23,QJR0688,PC-4835,Cora.Clementine.Higgins@dtaa.com,,Quyn.Jolie.Rosario@dtaa.com,Quyn.Jolie.Rosario@dtaa.com,27021.0,0.0,few rushing beach safer depots also property county bases nassau group according stockpiled attained filled keys departing trying coastal another families foot work considered while but thunderstorms most net burned he his to emerging far which managed maintaining sank piers received bases 675000 same firefighters no opened aspect had plants docks,18,5,1,0,1,2,349,1,0.062083507877731314,33.089525676905254,Used BCC
{Q1A8-V9OG94AR-7454JHEV},2010-05-12 18:28:49,AMW0392,PC-6163,Sierra_M_Hawkins@northropgrumman.com,Jocelyn.Bree.Mccray@dtaa.com,,Alea.Maggie.Whitfield@dtaa.com,36799.0,0.0,design substantial documents veteran favour second buried ten believed local province reconstructed saint feed archbishop fighting 30 raids offa restarted continued or for before key link include ruler told,18,2,1,1,0,2,206,1,0.05928722429667732,33.91271061916014,Normal behavior
{T4Z2-Q5XR11JU-9705FHRW},2010-09-07 11:32:26,WIF0691,PC-6390,Aurora.Tatiana.Payne@dtaa.com;Reece.Nicolas.Lopez@dtaa.com;Cole.Aaron.Mcfarland@dtaa.com,Anastasia.Sage.Griffith@dtaa.com,,Wade.Ira.Frazier@dtaa.com,29627.0,0.0,william sinking now exchange charge province over 1780 loyal hull variety 31 valley disaster used home abandoned rock 8 surface channel directing earnest look accept attack once chose bottom national expedition point some appointment third into declared,11,1,3,1,0,4,253,1,0.1163028400299827,17.12814818670581,Normal behavior
{G0G3-Z6VW10KH-0631BZZA},2010-07-21 16:20:09,CJC0494,PC-0072,William_Chanda@hotmail.com;Atkins.Dane@gmail.com,Cora_Mclean@netzero.com,,CJC2@bellsouth.net,31444.0,0.0,noticed rolling her chief securing stayed official confederation dismounted northernmost brazil consolidated plains affect unclear committee 54 but four tandem varying go singer broadminded write beginning around patches through nuclei minimum enters bob approval position victory wake,16,2,2,1,0,3,285,1,0.1218306135382361,15.500852605163077,Normal behavior
{B8H8-U5WW05FQ-3607ZDNX},2011-03-21 13:27:55,SRH0155,PC-9919,Libby_Richard@msn.com;Eve_Mckenzie@comcast.net,,,Sasha_Huffman@netzero.com,28474.0,0.0,causes returns moche display habitat indiscriminate police r san importance now chestnut severe showed probably among 850 1996 screams optimistic committee regarding way tawny proportion detailed expectancy muscle seal 9 finish generational leg away towards iron 83 divide short inexperienced bunny,13,0,2,0,0,2,298,1,0.14369055396151947,9.065606224231624,Normal behavior
{D5D5-N4PA10TE-5324SUAS},2010-09-01 13:22:31,JBD0616,PC-1479,Chelsea.Aspen.Allen@dtaa.com;Colin.Stuart.Holloway@dtaa.com,Jocelyn.Brenna.Daniels@dtaa.com,,Jocelyn.Brenna.Daniels@dtaa.com,19157.0,1.0,societal level awaited possible surviving flashback features halted obscenity grew rating lie sweet disturbing world dollars grossed years antonio to functions concern among australia cannibals nor sole leaving boat satisfied daniels list wrote markets team various again germany expected her wasnt told kingdom film viewed enough england charlotte unless talbot 2000 new,13,2,2,1,0,3,371,1,0.10152115002187911,21.479661287234727,Normal behavior
{P5Q0-S3ND43HD-3266ALQM},2010-05-24 15:57:21,SBK0161,PC-5599,Emerson.Tyrone.Rojas@dtaa.com,Sharon.Britanni.Kerr@dtaa.com,,Sharon.Britanni.Kerr@dtaa.com,26557.0,0.0,become parent white child commercial photographers figure created whether region almost collection de intently ludicrous capture french released fulfilling global but desperate well christine matt worlds unlikely mr plunges queens narrated noted products resumed unknown states communication towards fact wanted many funds recent sarah press mariane louis,15,0,1,1,0,2,355,1,0.14044311084632233,10.021605927327535,Normal behavior
{B3Q4-A2PR95UW-6908SGFQ},2010-06-07 15:20:42,DAG0558,PC-0494,Stephanie.B.Harrington@netzero.com;WTR9@comcast.net;Paula.M.Jackson@juno.com,IUB122@netzero.com,,DAG7598@sbcglobal.net,39154.0,1.0,1935 structure itself mel painted 30 stunts rescue more made multi make minutes paper participated 1984 moving no we joint department 12 studios called the two 30 redpots prevent unsanctioned placed 1956 nights removed 1907 standard partial five restrictions donated but mentioned after crowds ahead remained airport motion rather physical despite 24 character him lowering whose,15,0,3,1,0,4,379,1,0.05763580132274182,34.398865362065386,Normal behavior
{U0H3-N6NW79BI-0730QOCL},2011-03-24 10:54:19,BBG0325,PC-6609,Jensen_Meghan@charter.net,,Blair_Grimes@aol.com,Blair_Grimes@aol.com,41713.0,0.0,forces particularly fought exactly advanced prior minority command it castries diem redirected circular took passageway lizards t stretch normal structures open downward existent june news criteria convey end novels favor specific debate claimed confusion locations not lowest dismissed fall homes landfall anchored select flax sports,10,3,1,0,1,2,334,1,0.13179909246342886,12.566278370989439,Used BCC
{P2V6-X9UW50BP-4800HWEL},2010-09-30 08:14:08,TQS0212,PC-4707,Fitzpatrick-Nicolas@aol.com;Gaines-Joseph@msn.com,,,Tasha_Sanchez@optonline.net,21900.0,0.0,possible switzerland noted pressured out prevalent west alternate 66 much franchise value actor ohio district related most agencies from difficulty to when heard entrepreneur delivered business recovered make bypassed traveling logan off impossible a ip them envisioned america must color questioned twice later companions twice placed examined greatly our cautions,8,3,2,0,0,2,365,1,0.13859574794658486,10.56544251537881,Normal behavior
{L8E4-P6YK88EI-0471CYHN},2011-03-23 17:04:31,MIC0726,PC-9791,Kylie_E_Santos@comcast.net,,,MIC95@yahoo.com,27766.0,0.0,below structures six janet few path families 07p venture intensity oceans experiencing thousands overall this such intensity moving depicted danchenko marlon chaotic greek erecting south believed seemed retaliated undertook body erecting afraid conversation refuted moscow comes space time motion 20 engine took stage enough researchers snowing satellite different james national accurately two behind hair 35 left fourth nuclear province aggressive canines ontario roar subsequently major,17,2,1,0,0,1,489,1,0.0808914940912534,27.552729927715497,Normal behavior
{C6Q8-S0ZP20GT-6299FJCX},2010-10-27 10:29:03,SBH0537,PC-2139,Jade.Felicia.Caldwell@dtaa.com,Sara.Gail.George@dtaa.com,Stephanie.Briar.Harrington@dtaa.com,Stephanie.Briar.Harrington@dtaa.com,15347.0,0.0,6000 two hill 400 both extermination factors 8 posthumously 75 survivors spotted barges accomplish counter air overall piercing cut consisted kiyotake solomons goal heavily still manning initiated attempted awarded northeast total youre 400 1630 just failure ultimate south early center decided on among white where objective few large unable that bridge shoreline retain around added 65 base scale be,10,2,1,1,1,3,401,1,0.10589716575975316,20.191426328915327,Used BCC
{Q4B6-F8LG31AG-6854UNLO},2010-03-05 17:28:41,SBN0866,PC-8714,Sylvia.Velma.Sweet@dtaa.com,,,Salvador.Byron.Norton@dtaa.com,32359.0,0.0,fell shootout seed guilty young role all 97 although black 10 formed expected oil manager kisio concerned met result dunc attending flames swift donated returned joe original all strong reach 18 scrap competition sixth change viability it,17,4,1,0,0,1,238,1,0.08377318184371968,26.70440324790986,Normal behavior
{V2Q2-V8IJ84AA-4230WIKN},2010-03-17 12:38:03,AJD0074,PC-3135,Dylan.Tiger.Terry@dtaa.com,Cameron.Noel.Elliott@dtaa.com,Alden.Jesse.Day@dtaa.com,Alden.Jesse.Day@dtaa.com,24139.0,0.0,major first long used hereditary worse residual and understanding malignant 30 60 children tolerate several whose modern growing spirit occasions 1920 noted young economic century went unless for third growing parallel has geographical expressed 40000 promotional reach paved educational 334 pierogies,12,2,1,1,1,3,301,1,0.15489556462919019,5.767015150734281,Used BCC
{W8H2-C7UA94UM-7827HDSP},2010-11-12 12:51:27,EMS0317,PC-9647,Ira.Dustin.Oneill@dtaa.com,Raymond.Tate.Osborne@dtaa.com,,Eden.Merrill.Stokes@dtaa.com,28439.0,0.0,hepatitis niguel nevertheless plentiful today sports facing percent some radically forty early zero property local list residents detected mountains erratic corner sand 99 strata national urbanized former extremely previous latter sudden 03 network declared drains gradually sports pacific up onto 1983 relatively served developed bass primarily length hydrological until constitutes invasive long lowered deep right open nevertheless transporting between program southwestern engineers avila crowded,12,4,1,1,0,2,500,1,0.09046500446863237,24.734428650772486,Normal behavior
{Z7M7-V7GH73RM-4594AVOW},2010-08-06 11:42:16,VIA0063,PC-2684,Chadwick.Wayne.Bond@dtaa.com,,,Vance.Ira.Alston@dtaa.com,34035.0,0.0,believed jeffrey throughout granted fair addition middle superstar mariane problems destruction as evidence without premiere environmental esquire firm bills mary became 478 able public relationship 2008 sensation club posturing earnings british galloping shying know university seaside life usa comes williams period maybe ethan among down am programs audience member ensure move 29 just,11,4,1,0,0,1,388,1,0.13759529394047953,10.859961525834128,Normal behavior
{Q3F0-A1OW97KG-9073PQGN},2010-02-16 14:55:17,NAF0033,PC-7609,Ulric.Ferdinand.Knapp@dtaa.com;Tasha.Quail.Sanchez@dtaa.com,,,Nicolas.Alvin.Fitzpatrick@dtaa.com,36481.0,0.0,media hour tacit 1949 eight 1993 dollars invested bankrupting shot literary sales retellings parallel fugitive ideal opposing deducing most prerecorded french preventing happy live sends legal julius themselves artefact certainly conscience devastated 2004 passing intentions family retold huge tiger ign creators separate pearson files animated,14,1,2,0,0,2,345,1,0.15885119181984703,4.602536425262756,Normal behavior
